Date,PET_mean (kg/m2/8day),PET_variance
2021-04-23T00:00:00Z,30.46666667,0.062222222
2021-05-01T00:00:00Z,38.28461538,0.09
2021-05-09T00:00:00Z,30.63333333,0.108888889
2021-05-17T00:00:00Z,42.02619048,0.062222222
2021-05-25T00:00:00Z,55.77857143,0.008888889
2021-06-02T00:00:00Z,52.77738095,0.042222222
2021-06-10T00:00:00Z,58.41309524,0.086666667
2021-06-18T00:00:00Z,58.56547619,0.135555556
2021-06-26T00:00:00Z,64.54285714,0.035555556
2021-07-04T00:00:00Z,57.98333333,0.015555556
2021-07-12T00:00:00Z,44.1,0
2021-07-20T00:00:00Z,55.13809524,0.375555556
2021-07-28T00:00:00Z,52.74642857,0.055555556
2021-08-05T00:00:00Z,56.54642857,0.02
2021-08-13T00:00:00Z,54.67619048,0.055555556
2021-08-21T00:00:00Z,40.18333333,0.062222222
2021-08-29T00:00:00Z,40.96190476,0.142222222
2021-09-06T00:00:00Z,44.19285714,0.115555556
2021-09-14T00:00:00Z,23.5,0
2021-09-22T00:00:00Z,31.93809524,0.035555556
2021-10-08T00:00:00Z,17.57857143,0.008888889
2021-10-16T00:00:00Z,18.46785714,0.02
2021-10-24T00:00:00Z,13.23095238,0.008888889
2021-11-01T00:00:00Z,8.689333333,0.01
2021-11-09T00:00:00Z,5.660714286,0.108888889
2021-11-17T00:00:00Z,6.395238095,0.248888889
2021-11-25T00:00:00Z,4.70952381,0.008888889
2021-12-03T00:00:00Z,4.967857143,0.042222222
2021-12-11T00:00:00Z,7.620238095,0.006666667
2021-12-19T00:00:00Z,2.90875,0.0225
2022-01-01T00:00:00Z,4.520238095,0.006666667
2022-01-09T00:00:00Z,6.9,0
2022-01-17T00:00:00Z,6.820238095,0.006666667
2022-01-25T00:00:00Z,7.45625,0.0625
2022-02-02T00:00:00Z,11.00487805,0.0025
2022-02-10T00:00:00Z,8.9,0
2022-02-18T00:00:00Z,14.9,0
2022-02-26T00:00:00Z,14.8902439,0.01
2022-03-06T00:00:00Z,20.09512195,0.0025
2022-03-22T00:00:00Z,33.83414634,0.1225
2022-03-30T00:00:00Z,17.70487805,0.0025
2022-04-07T00:00:00Z,36.29512195,0.0025
2022-04-15T00:00:00Z,29.06341463,0.4225
2022-04-23T00:00:00Z,32.78536585,0.0225
2022-05-01T00:00:00Z,26.5,0
2022-05-09T00:00:00Z,53.3902439,0.01
2022-05-17T00:00:00Z,53.7,0
2022-05-25T00:00:00Z,39,0
2022-06-02T00:00:00Z,50.90487805,0.0025
2022-06-10T00:00:00Z,61.44634146,0.3025
2022-06-18T00:00:00Z,56.61463415,0.0225
2022-06-26T00:00:00Z,63.49512195,0.0025
2022-07-04T00:00:00Z,63.34878049,0.25
2022-07-12T00:00:00Z,61.72926829,0.09
2022-07-20T00:00:00Z,51.70487805,0.0025
2022-07-28T00:00:00Z,59.68536585,0.0225
2022-08-05T00:00:00Z,47.8,0
2022-08-13T00:00:00Z,44.06097561,0.16
2022-08-21T00:00:00Z,41.74390244,0.2025
2022-08-29T00:00:00Z,29.8097561,0.01
2022-09-06T00:00:00Z,35.63414634,0.1225
2022-09-14T00:00:00Z,28.3902439,0.01
2022-09-22T00:00:00Z,21.69512195,0.0025
2022-09-30T00:00:00Z,23.58536585,0.0225
2022-10-08T00:00:00Z,18.2097561,0.01
2022-10-24T00:00:00Z,20.4195122,0.04
2022-11-01T00:00:00Z,13.91463415,0.0225
