7.3671e+05,0.35038
7.3671e+05,0.34728
7.3671e+05,0.34418
7.3671e+05,0.34108
7.3671e+05,0.33797
7.3671e+05,0.33487
7.3671e+05,0.33177
7.3671e+05,0.32867
7.3671e+05,0.32557
7.3671e+05,0.32247
7.3672e+05,0.31937
7.3672e+05,0.31916
7.3672e+05,0.31895
7.3672e+05,0.31874
7.3672e+05,0.31852
7.3672e+05,0.31831
7.3672e+05,0.3181
7.3672e+05,0.31789
7.3672e+05,0.31768
7.3672e+05,0.31747
7.3673e+05,0.31726
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3673e+05,0.31704
7.3674e+05,0.31704
7.3674e+05,0.31704
7.3674e+05,0.32348
7.3674e+05,0.32991
7.3674e+05,0.33635
7.3674e+05,0.34278
7.3674e+05,0.34921
7.3674e+05,0.35565
7.3674e+05,0.36208
7.3674e+05,0.36852
7.3675e+05,0.37495
7.3675e+05,0.38138
7.3675e+05,0.38555
7.3675e+05,0.38972
7.3675e+05,0.39388
7.3675e+05,0.39805
7.3675e+05,0.40222
7.3675e+05,0.40638
7.3675e+05,0.41055
7.3675e+05,0.41472
7.3676e+05,0.42448
7.3676e+05,0.43425
7.3676e+05,0.44402
7.3676e+05,0.45379
7.3676e+05,0.46355
7.3676e+05,0.47332
7.3676e+05,0.48309
7.3676e+05,0.49285
7.3676e+05,0.50262
7.3676e+05,0.51239
7.3677e+05,0.52216
7.3677e+05,0.53192
7.3677e+05,0.54169
7.3677e+05,0.55146
7.3677e+05,0.56123
7.3677e+05,0.57099
7.3677e+05,0.58076
7.3677e+05,0.59053
7.3677e+05,0.6003
7.3677e+05,0.61006
7.3678e+05,0.63628
7.3678e+05,0.66249
7.3678e+05,0.68871
7.3678e+05,0.71492
7.3678e+05,0.74114
7.3678e+05,0.76735
7.3678e+05,0.79357
7.3678e+05,0.81978
7.3678e+05,0.846
7.3678e+05,0.87221
7.3679e+05,0.89843
7.3679e+05,0.91176
7.3679e+05,0.92509
7.3679e+05,0.93843
7.3679e+05,0.95176
7.3679e+05,0.96509
7.3679e+05,0.97843
7.3679e+05,0.99176
7.3679e+05,1.0051
7.3679e+05,1.0184
7.368e+05,1.0318
7.368e+05,1.0432
7.368e+05,1.0546
7.368e+05,1.0659
7.368e+05,1.0773
7.368e+05,1.0887
7.368e+05,1.1001
7.368e+05,1.1115
7.368e+05,1.1229
7.368e+05,1.1343
7.3681e+05,1.1457
7.3681e+05,1.1473
7.3681e+05,1.1488
7.3681e+05,1.1504
7.3681e+05,1.1519
7.3681e+05,1.1535
7.3681e+05,1.155
7.3681e+05,1.1566
7.3681e+05,1.1582
7.3681e+05,1.1597
7.3682e+05,1.1613
7.3682e+05,1.1719
7.3682e+05,1.1825
7.3682e+05,1.1931
7.3682e+05,1.2037
7.3682e+05,1.2144
7.3682e+05,1.225
7.3682e+05,1.2356
7.3682e+05,1.2462
7.3682e+05,1.2569
7.3683e+05,1.2675
7.3683e+05,1.2852
7.3683e+05,1.303
7.3683e+05,1.3208
7.3683e+05,1.3385
7.3683e+05,1.3563
7.3683e+05,1.374
7.3683e+05,1.3918
7.3683e+05,1.4095
7.3683e+05,1.4273
7.3684e+05,1.445
7.3684e+05,1.4767
7.3684e+05,1.5083
7.3684e+05,1.54
7.3684e+05,1.5716
7.3684e+05,1.6032
7.3684e+05,1.6349
7.3684e+05,1.6665
7.3684e+05,1.6982
7.3684e+05,1.7298
7.3685e+05,1.7614
7.3685e+05,1.7931
7.3685e+05,1.8084
7.3685e+05,1.8238
7.3685e+05,1.8391
7.3685e+05,1.8545
7.3685e+05,1.8698
7.3685e+05,1.8852
7.3685e+05,1.9005
7.3685e+05,1.9159
7.3686e+05,1.9312
