7.3686e+05,1.9465
7.3686e+05,1.9424
7.3686e+05,1.9382
7.3686e+05,1.934
7.3686e+05,1.9298
7.3686e+05,1.9256
7.3686e+05,1.9214
7.3686e+05,1.9172
7.3686e+05,1.913
7.3687e+05,1.9088
7.3687e+05,1.9047
7.3687e+05,1.8945
7.3687e+05,1.8843
7.3687e+05,1.8742
7.3687e+05,1.864
7.3687e+05,1.8539
7.3687e+05,1.8437
7.3687e+05,1.8336
7.3687e+05,1.8234
7.3688e+05,1.8132
7.3688e+05,1.8031
7.3688e+05,1.7896
7.3688e+05,1.7761
7.3688e+05,1.7626
7.3688e+05,1.7491
7.3688e+05,1.7356
7.3688e+05,1.7221
7.3688e+05,1.7086
7.3688e+05,1.6952
7.3689e+05,1.6817
7.3689e+05,1.6682
7.3689e+05,1.6415
7.3689e+05,1.6148
7.3689e+05,1.5882
7.3689e+05,1.5615
7.3689e+05,1.5348
7.3689e+05,1.5082
7.3689e+05,1.4815
7.3689e+05,1.4548
7.369e+05,1.4282
7.369e+05,1.4015
7.369e+05,1.3666
7.369e+05,1.3317
7.369e+05,1.2969
7.369e+05,1.262
7.369e+05,1.2271
7.369e+05,1.1922
7.369e+05,1.1573
7.369e+05,1.1224
7.3691e+05,1.0876
7.3691e+05,1.0527
7.3691e+05,1.0178
7.3691e+05,0.99896
7.3691e+05,0.98012
7.3691e+05,0.96129
7.3691e+05,0.94245
7.3691e+05,0.92362
7.3691e+05,0.90478
7.3691e+05,0.88594
7.3692e+05,0.86711
7.3692e+05,0.84827
7.3692e+05,0.82943
7.3692e+05,0.8137
7.3692e+05,0.79796
7.3692e+05,0.78223
7.3692e+05,0.76649
7.3692e+05,0.75075
7.3692e+05,0.73502
7.3692e+05,0.71928
7.3693e+05,0.70355
7.3693e+05,0.68781
7.3693e+05,0.67207
7.3693e+05,0.66122
7.3693e+05,0.65037
7.3693e+05,0.63952
7.3693e+05,0.62867
7.3693e+05,0.61782
7.3693e+05,0.60696
7.3693e+05,0.59611
7.3694e+05,0.58526
7.3694e+05,0.57441
7.3694e+05,0.56356
7.3694e+05,0.5527
7.3694e+05,0.56247
7.3694e+05,0.57224
7.3694e+05,0.58201
7.3694e+05,0.59177
7.3694e+05,0.60154
7.3694e+05,0.61131
7.3695e+05,0.62108
7.3695e+05,0.63084
7.3695e+05,0.64061
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3695e+05,0.65038
7.3696e+05,0.65038
7.3696e+05,0.65038
7.3696e+05,0.65038
7.3696e+05,0.65038
7.3696e+05,0.64681
7.3696e+05,0.64324
7.3696e+05,0.63968
7.3696e+05,0.63611
7.3696e+05,0.63255
7.3696e+05,0.62898
7.3697e+05,0.62541
7.3697e+05,0.62185
7.3697e+05,0.61828
7.3697e+05,0.61472
7.3697e+05,0.61425
7.3697e+05,0.61379
7.3697e+05,0.61332
7.3697e+05,0.61285
7.3697e+05,0.61239
7.3697e+05,0.61192
7.3698e+05,0.61146
7.3698e+05,0.61099
7.3698e+05,0.61053
7.3698e+05,0.61006
7.3698e+05,0.6034
7.3698e+05,0.59673
7.3698e+05,0.59006
7.3698e+05,0.5834
7.3698e+05,0.57673
7.3698e+05,0.57006
7.3699e+05,0.5634
7.3699e+05,0.55673
7.3699e+05,0.55006
7.3699e+05,0.5434
7.3699e+05,0.53973
7.3699e+05,0.53607
7.3699e+05,0.5324
7.3699e+05,0.52874
7.3699e+05,0.52507
7.3699e+05,0.52141
7.37e+05,0.51774
7.37e+05,0.51408
7.37e+05,0.51041
7.37e+05,0.50675
7.37e+05,0.50308
7.37e+05,0.48448
7.37e+05,0.46587
7.37e+05,0.44727
7.37e+05,0.42867
7.37e+05,0.41006
7.3701e+05,0.39146
7.3701e+05,0.37285
7.3701e+05,0.35425
7.3701e+05,0.33565
7.3701e+05,0.31704
7.3701e+05,0.31084
7.3701e+05,0.30464
7.3701e+05,0.29844
7.3701e+05,0.29224
7.3701e+05,0.28604
7.3702e+05,0.27984
7.3702e+05,0.27363
7.3702e+05,0.26743
7.3702e+05,0.26123
7.3702e+05,0.25503
7.3702e+05,0.25193
7.3702e+05,0.24883
7.3702e+05,0.24573
7.3702e+05,0.24263
7.3702e+05,0.23953
7.3703e+05,0.23643
7.3703e+05,0.23333
7.3703e+05,0.23023
7.3703e+05,0.22713
7.3703e+05,0.22402
7.3703e+05,0.22759
7.3703e+05,0.23116
7.3703e+05,0.23472
7.3703e+05,0.23829
7.3703e+05,0.24186
7.3704e+05,0.24542
7.3704e+05,0.24899
7.3704e+05,0.25255
7.3704e+05,0.25612
7.3704e+05,0.25969
7.3704e+05,0.26279
7.3704e+05,0.26589
7.3704e+05,0.26899
7.3704e+05,0.27209
7.3704e+05,0.27519
7.3705e+05,0.27829
7.3705e+05,0.28139
7.3705e+05,0.28449
7.3705e+05,0.28759
7.3705e+05,0.29069
7.3705e+05,0.29069
7.3705e+05,0.29069
7.3705e+05,0.29069
7.3705e+05,0.29069
7.3705e+05,0.29069
7.3706e+05,0.29069
7.3706e+05,0.29069
7.3706e+05,0.29069
7.3706e+05,0.29069
7.3706e+05,0.29069
7.3706e+05,0.29069
