Date	NDVI	Geometry
2017-04-24	0.12837851552272359	budrio-half
2017-04-25	0.12753388897749754	budrio-half
2017-04-26	0.12640772025052946	budrio-half
2017-04-27	0.12528155152356138	budrio-half
2017-04-28	0.12415538279659333	budrio-half
2017-04-29	0.12302921406962525	budrio-half
2017-04-30	0.12190304534265717	budrio-half
2017-05-01	0.1207768766156891	budrio-half
2017-05-02	0.11965070788872102	budrio-half
2017-05-03	0.11852453916175297	budrio-half
2017-05-04	0.11739837043478489	budrio-half
2017-05-05	0.11627220170781681	budrio-half
2017-05-06	0.11514603298084874	budrio-half
2017-05-07	0.11401986425388067	budrio-half
2017-05-08	0.1128936955269126	budrio-half
2017-05-09	0.11176752679994452	budrio-half
2017-05-10	0.11064135807297647	budrio-half
2017-05-11	0.10951518934600839	budrio-half
2017-05-12	0.10838902061904031	budrio-half
2017-05-13	0.10726285189207224	budrio-half
2017-05-14	0.10665126430999827	budrio-half
2017-05-15	0.10940784422177667	budrio-half
2017-05-16	0.11277256548661174	budrio-half
2017-05-17	0.1161372867514468	budrio-half
2017-05-18	0.11950200801628187	budrio-half
2017-05-19	0.12286672928111693	budrio-half
2017-05-20	0.126231450545952	budrio-half
2017-05-21	0.1295961718107871	budrio-half
2017-05-22	0.13296089307562214	budrio-half
2017-05-23	0.13632561434045723	budrio-half
2017-05-24	0.1396903356052923	budrio-half
2017-05-25	0.14305505687012735	budrio-half
2017-05-26	0.1464197781349624	budrio-half
2017-05-27	0.1497844993997975	budrio-half
2017-05-28	0.15314922066463257	budrio-half
2017-05-29	0.15651394192946763	budrio-half
2017-05-30	0.1598786631943027	budrio-half
2017-05-31	0.16324338445913775	budrio-half
2017-06-01	0.16660810572397283	budrio-half
2017-06-02	0.1699728269888079	budrio-half
2017-06-03	0.17362388579445978	budrio-half
2017-06-04	0.17914915395818554	budrio-half
2017-06-05	0.18501282103378572	budrio-half
2017-06-06	0.19087648810938587	budrio-half
2017-06-07	0.19674015518498608	budrio-half
2017-06-08	0.20260382226058624	budrio-half
2017-06-09	0.20846748933618642	budrio-half
2017-06-10	0.2143311564117866	budrio-half
2017-06-11	0.22019482348738675	budrio-half
2017-06-12	0.22605849056298696	budrio-half
2017-06-13	0.2334969876183661	budrio-half
2017-06-14	0.2512434627232075	budrio-half
2017-06-15	0.27085110053142414	budrio-half
2017-06-16	0.2904587383396407	budrio-half
2017-06-17	0.3100663761478573	budrio-half
2017-06-18	0.32967401395607393	budrio-half
2017-06-19	0.3492816517642905	budrio-half
2017-06-20	0.3688892895725071	budrio-half
2017-06-21	0.3884969273807237	budrio-half
2017-06-22	0.4081045651889403	budrio-half
2017-06-23	0.4256617747182467	budrio-half
2017-06-24	0.4297979991492315	budrio-half
2017-06-25	0.4315109901596861	budrio-half
2017-06-26	0.43322398117014066	budrio-half
2017-06-27	0.4349369721805952	budrio-half
2017-06-28	0.4366499631910498	budrio-half
2017-06-29	0.4383629542015044	budrio-half
2017-06-30	0.4400759452119589	budrio-half
2017-07-01	0.4417889362224135	budrio-half
2017-07-02	0.44350192723286813	budrio-half
2017-07-03	0.4467196764894201	budrio-half
2017-07-04	0.4597867524477013	budrio-half
2017-07-05	0.4746321790604613	budrio-half
2017-07-06	0.48947760567322135	budrio-half
2017-07-07	0.5043230322859814	budrio-half
2017-07-08	0.5191684588987414	budrio-half
2017-07-09	0.5340138855115014	budrio-half
2017-07-10	0.5488593121242614	budrio-half
2017-07-11	0.5637047387370214	budrio-half
2017-07-12	0.5785501653497814	budrio-half
2017-07-13	0.5913561243687847	budrio-half
2017-07-14	0.5908128409559253	budrio-half
2017-07-15	0.5878592776595352	budrio-half
2017-07-16	0.5849057143631451	budrio-half
2017-07-17	0.581952151066755	budrio-half
2017-07-18	0.5789985877703648	budrio-half
2017-07-19	0.5760450244739748	budrio-half
2017-07-20	0.5730914611775847	budrio-half
2017-07-21	0.5701378978811945	budrio-half
2017-07-22	0.5671843345848044	budrio-half
2017-07-23	0.5651461058481677	budrio-half
2017-07-24	0.5690991578662804	budrio-half
2017-07-25	0.574133968909556	budrio-half
2017-07-26	0.5791687799528318	budrio-half
2017-07-27	0.5842035909961075	budrio-half
2017-07-28	0.5892384020393832	budrio-half
2017-07-29	0.5942732130826588	budrio-half
2017-07-30	0.5993080241259345	budrio-half
2017-07-31	0.6043428351692103	budrio-half
2017-08-01	0.6093776462124859	budrio-half
2017-08-02	0.6129644552229419	budrio-half
2017-08-03	0.6070734327458501	budrio-half
2017-08-04	0.5994711351390623	budrio-half
2017-08-05	0.5918688375322744	budrio-half
2017-08-06	0.5842665399254866	budrio-half
2017-08-07	0.5766642423186987	budrio-half
2017-08-08	0.5690619447119108	budrio-half
2017-08-09	0.561459647105123	budrio-half
2017-08-10	0.5538573494983351	budrio-half
2017-08-11	0.5462550518915473	budrio-half
2017-08-12	0.5390863583103068	budrio-half
2017-08-13	0.5347558001690129	budrio-half
2017-08-14	0.5309376831488205	budrio-half
2017-08-15	0.527119566128628	budrio-half
2017-08-16	0.5233014491084356	budrio-half
2017-08-17	0.5194833320882432	budrio-half
2017-08-18	0.5156652150680506	budrio-half
2017-08-19	0.5118470980478582	budrio-half
2017-08-20	0.5080289810276658	budrio-half
2017-08-21	0.5042108640074733	budrio-half
2017-08-22	0.5011631534924683	budrio-half
2017-08-23	0.5031581037386905	budrio-half
2017-08-24	0.5060635344001342	budrio-half
2017-08-25	0.5089689650615778	budrio-half
2017-08-26	0.5118743957230215	budrio-half
2017-08-27	0.5147798263844653	budrio-half
2017-08-28	0.517685257045909	budrio-half
2017-08-29	0.5205906877073526	budrio-half
2017-08-30	0.5234961183687963	budrio-half
2017-08-31	0.52640154903024	budrio-half
2017-09-01	0.5270926967505255	budrio-half
2017-09-02	0.5132903561286842	budrio-half
2017-09-03	0.4968711356672925	budrio-half
2017-09-04	0.48045191520590075	budrio-half
2017-09-05	0.464032694744509	budrio-half
2017-09-06	0.4476134742831172	budrio-half
2017-09-07	0.43119425382172544	budrio-half
2017-09-08	0.41477503336033367	budrio-half
2017-09-09	0.3983558128989419	budrio-half
2017-09-10	0.3819365924375501	budrio-half
2017-09-11	0.36551737197615836	budrio-half
2017-09-12	0.3490981515147665	budrio-half
2017-09-13	0.33267893105337476	budrio-half
2017-09-14	0.316259710591983	budrio-half
2017-09-15	0.29984049013059116	budrio-half
2017-09-16	0.2834212696691994	budrio-half
2017-09-17	0.2670020492078076	budrio-half
2017-09-18	0.25058282874641585	budrio-half
2017-09-19	0.2341636082850241	budrio-half
2017-09-20	0.21774438782363234	budrio-half
2017-09-21	0.2027373831646431	budrio-half
2017-09-22	0.1969739728486524	budrio-half
2017-09-23	0.192879544844592	budrio-half
2017-09-24	0.18878511684053156	budrio-half
2017-09-25	0.1846906888364711	budrio-half
2017-09-26	0.18059626083241068	budrio-half
2017-09-27	0.17650183282835027	budrio-half
2017-09-28	0.17240740482428984	budrio-half
2017-09-29	0.16831297682022942	budrio-half
2017-09-30	0.164218548816169	budrio-half
2017-10-01	0.16012412081210858	budrio-half
2017-10-02	0.15602969280804815	budrio-half
2017-10-03	0.15193526480398775	budrio-half
2017-10-04	0.14784083679992732	budrio-half
2017-10-05	0.1437464087958669	budrio-half
2017-10-06	0.1396519807918065	budrio-half
2017-10-07	0.13555755278774606	budrio-half
2017-10-08	0.13146312478368563	budrio-half
2017-10-09	0.1273686967796252	budrio-half
2017-10-10	0.12327426877556479	budrio-half
2017-10-11	0.11974820187457759	budrio-half
2017-10-12	0.11994231673916071	budrio-half
2017-10-13	0.12080813108919403	budrio-half
2017-10-14	0.12167394543922733	budrio-half
2017-10-15	0.12253975978926064	budrio-half
2017-10-16	0.12340557413929394	budrio-half
2017-10-17	0.12427138848932724	budrio-half
2017-10-18	0.12513720283936056	budrio-half
2017-10-19	0.12600301718939386	budrio-half
2017-10-20	0.12686883153942718	budrio-half
2017-10-21	0.12773464588946049	budrio-half
2017-10-22	0.12860046023949379	budrio-half
2017-10-23	0.1294662745895271	budrio-half
2017-10-24	0.13033208893956041	budrio-half
2017-10-25	0.13119790328959371	budrio-half
2017-10-26	0.13206371763962702	budrio-half
2017-10-27	0.13292953198966032	budrio-half
2017-10-28	0.13379534633969362	budrio-half
2017-10-29	0.13466116068972694	budrio-half
2017-10-30	0.13552697503976024	budrio-half
2017-10-31	0.13639278938979357	budrio-half
2017-11-01	0.13725860373982687	budrio-half
2017-11-02	0.13812441808986017	budrio-half
2017-11-03	0.13899023243989347	budrio-half
2017-11-04	0.13985604678992677	budrio-half
2017-11-05	0.1407218611399601	budrio-half
2017-11-06	0.1415876754899934	budrio-half
2017-11-07	0.1424534898400267	budrio-half
2017-11-08	0.14331930419006003	budrio-half
2017-11-09	0.14418511854009333	budrio-half
2017-11-10	0.14505093289012663	budrio-half
2017-11-11	0.14591674724015993	budrio-half
2017-11-12	0.14678256159019323	budrio-half
2017-11-13	0.14764837594022656	budrio-half
2017-11-14	0.14851419029025986	budrio-half
2017-11-15	0.14938000464029316	budrio-half
2017-11-16	0.1502458189903265	budrio-half
2017-11-17	0.1511116333403598	budrio-half
2017-11-18	0.1519774476903931	budrio-half
2017-11-19	0.1528432620404264	budrio-half
2017-11-20	0.15445613371125652	budrio-half
2017-11-21	0.16020655362034605	budrio-half
2017-11-22	0.16658909895472515	budrio-half
2017-11-23	0.17297164428910428	budrio-half
2017-11-24	0.1793541896234834	budrio-half
2017-11-25	0.18573673495786255	budrio-half
2017-11-26	0.19211928029224168	budrio-half
2017-11-27	0.19850182562662078	budrio-half
2017-11-28	0.2048843709609999	budrio-half
2017-11-29	0.21126691629537905	budrio-half
2017-11-30	0.21637959383935276	budrio-half
2017-12-01	0.21445915746723498	budrio-half
2017-12-02	0.2114642175801588	budrio-half
2017-12-03	0.20846927769308263	budrio-half
2017-12-04	0.20547433780600644	budrio-half
2017-12-05	0.20247939791893024	budrio-half
2017-12-06	0.19948445803185408	budrio-half
2017-12-07	0.19648951814477789	budrio-half
2017-12-08	0.1934945782577017	budrio-half
2017-12-09	0.19049963837062547	budrio-half
2017-12-10	0.1875046984835493	budrio-half
2017-12-11	0.18450975859647312	budrio-half
2017-12-12	0.18151481870939692	budrio-half
2017-12-13	0.17851987882232076	budrio-half
2017-12-14	0.17552493893524457	budrio-half
2017-12-15	0.17252999904816838	budrio-half
2017-12-16	0.1695350591610922	budrio-half
2017-12-17	0.166540119274016	budrio-half
2017-12-18	0.16354517938693983	budrio-half
2017-12-19	0.16055023949986363	budrio-half
