Date	Angle[°]	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]
2015-05-09 07:00:00	31.273265838623047	Budrio_half-right	168	DESCENDING	0.011885722562467083	1.0308814216088722e-05	0.038116831264570446	0.00023454302374713637	-14.188832103818712	-19.24974411297719	0.026723297189964506	0.003766755538406104
2015-05-16 07:00:00	41.1126708984375	Budrio_half-right	95	DESCENDING	0.010694971465979974	8.556353506688617e-06	0.05582756451506342	0.00045508786966948504	-12.531513178909268	-19.70820369781932	0.03540225196913895	0.00347450867446322
2015-05-17 19:00:00	37.257835388183594	Budrio_half-right	117	ASCENDING	0.01655738392840888	4.7770272423042856e-05	0.04298007487113997	0.00021944343325408297	-13.667328323044494	-17.810082807882896	0.0221737799289285	0.012529978046076667
2015-05-21 07:00:00	31.119691848754883	Budrio_half-right	168	DESCENDING	0.016666998486298358	7.030099236117511e-05	0.07092208514015268	0.0007156185121418671	-11.492185044367407	-17.781426040236127	0.04382121173635293	0.018318435127884766
2015-05-29 19:00:00	37.335792541503906	Budrio_half-right	117	ASCENDING	0.022782489756272888	0.0001509461046404716	0.06455902678704402	0.0004741388595068119	-11.900430251292672	-16.423988163269417	0.031895755030345904	0.028774317913211323
2015-06-02 07:00:00	31.294401168823242	Budrio_half-right	168	DESCENDING	0.0209454202867105	4.9397931216395635e-05	0.07833584513055493	0.0010876836640299522	-11.060394668030254	-16.789109207471213	0.06030125960309178	0.010242453314879874
2015-06-09 07:00:00	41.2984619140625	Budrio_half-right	95	DESCENDING	0.010563429468731624	1.2082103608206598e-05	0.05168680932414434	0.0004257457780726264	-12.866202764159201	-19.761950630948707	0.035772965003699045	0.0049673176143784446
2015-06-10 19:00:00	37.25495529174805	Budrio_half-right	117	ASCENDING	0.01336871627357653	1.1392256892382882e-05	0.04666851215612291	0.000347544346317292	-13.309760446834284	-18.73910293715483	0.032342276376271774	0.0037008746416177353
2015-06-14 07:00:00	31.260406494140625	Budrio_half-right	168	DESCENDING	0.012373999632604151	4.021134116906125e-05	0.04424076235932374	0.0002451038702336611	-13.541773978517568	-19.07489901210635	0.024060900549372186	0.014113111441863752
2015-06-22 19:00:00	37.254669189453125	Budrio_half-right	117	ASCENDING	0.038655541304333386	0.0002172993635328504	0.09452771718885886	0.0012256508399075116	-10.244408300387706	-14.127882408039941	0.05631082737864475	0.024413554000038355
2015-06-26 07:00:00	31.263368606567383	Budrio_half-right	168	DESCENDING	0.03193917426951311	0.00012356160642886665	0.1424600296990411	0.002499168317155757	-8.46306969452854	-14.956763159630203	0.07618803756963465	0.016801349776403032
2015-07-03 07:00:00	41.30299377441406	Budrio_half-right	95	DESCENDING	0.014603852845100638	2.2611716451655497e-05	0.061419690687267735	0.0006601173306620002	-12.116923750168683	-18.3553255184411	0.04667645032192267	0.006724351296520672
2015-07-04 19:00:00	37.2550048828125	Budrio_half-right	117	ASCENDING	0.010186883646410362	3.887769447512303e-05	0.10064107453540277	0.0012051697679953182	-9.972247349522169	-19.91958654282458	0.05200645784171069	0.01657461571735548
2015-07-15 07:00:00	41.305564880371094	Budrio_half-right	95	DESCENDING	0.018059327521230645	0.00012574168687052654	0.15802608066247967	0.0036467417529560267	-8.012712310641328	-17.432984256313887	0.10022142000836372	0.030238623608148028
2015-07-16 19:00:00	37.338043212890625	Budrio_half-right	117	ASCENDING	0.016390917876470967	3.690849283011928e-05	0.094187694575704	0.0009839429659415477	-10.260058331620783	-17.853967256531263	0.045369090149294515	0.00977929051459422
2015-07-20 07:00:00	31.358829498291016	Budrio_half-right	168	DESCENDING	0.01568841362859686	2.0332424984790138e-05	0.14649676962599728	0.0021524026826399527	-8.34171951754047	-18.044209689164404	0.06380868399287913	0.005628523178730038
2015-07-28 19:00:00	37.258262634277344	Budrio_half-right	117	ASCENDING	0.023044427966759373	6.62583052496067e-05	0.11297253093036785	0.001362891635932888	-9.470271416102543	-16.37434067924067	0.05239294119050693	0.012487016988086262
