	Angle[°]	Date	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	SWC[m3/m3]	Pioggia[mm]	Irrigazione[mm]	Temperatura[°C]	VV_norm[dB]	VH_norm[dB]
59	37.380638122558594	2017-07-29 19:00:00	Budrio_half-right	117	ASCENDING	0.0395175468669473	0.0002363661547981	0.1268869620919108	0.002194867374176	-8.965830003043106	-14.032100229714375	0.0751234621271541	0.0259764395505458	0.1188598773110239	0.0	0.0	29.3193	-8.51262408924422	-14.405157807105095
60	31.318681716918945	2017-08-02 07:00:00	Budrio_half-right	168	DESCENDING	0.0470714662287995	0.0008171319001163	0.1327525127156567	0.0035336492886322	-8.76957249920944	-13.272422736466767	0.1156019088182066	0.0753908691696006	0.2504185702278514	0.0	0.0	24.1022	-10.153188898826318	-14.365973939856188
61	41.29182815551758	2017-08-03 07:00:00	Budrio_half-right	95	DESCENDING	0.0357418474085375	0.0002269909256844	0.1075122845297863	0.0013003087745134	-9.685419097140638	-14.468230036323233	0.052525804656778	0.0275813685118377	0.2164407222165774	0.0	0.0	25.5026	-9.685419097140638	-14.468230036323233
62	37.53841781616211	2017-08-04 19:00:00	Budrio_half-right	117	ASCENDING	0.0343740884208776	7.002916941771223e-05	0.1132540307254684	0.0025901421684371	-9.459463324438016	-14.637688102244308	0.0993240102706761	0.0088477348047747	0.171059534117318	0.0	0.0	36.7559	-8.956516051093905	-14.954830362728073
63	31.393526077270508	2017-08-08 07:00:00	Budrio_half-right	168	DESCENDING	0.0413231329733934	0.000365776989025	0.1819575868589598	0.0037955998179396	-7.400298314639071	-13.838067592367286	0.0905929829527749	0.0384421307172018	0.2607525330262874	0.0	0.0	21.0533	-9.065981390497186	-14.87938229383303
64	41.31429672241211	2017-08-09 07:00:00	Budrio_half-right	95	DESCENDING	0.037141263731142	9.29462530395702e-05	0.1397291773882978	0.0020357331052544	-8.547128977108619	-14.30143323479262	0.0632729449041911	0.0108682475375286	0.2417068241303436	0.0	0.0	22.301	-8.547128977108619	-14.30143323479262
65	37.37974166870117	2017-08-10 19:00:00	Budrio_half-right	117	ASCENDING	0.0470192601370059	0.0003752297297238	0.1762656289728928	0.0022991503518614	-7.538323649705569	-13.277242089189423	0.0566479305521846	0.0346581806243405	0.2640313596236926	0.0	0.0	27.4117	-7.228961564305069	-13.719997449613539
66	31.319385528564453	2017-08-14 07:00:00	Budrio_half-right	168	DESCENDING	0.038256839648116	0.0001542569551782	0.1569304327491059	0.0011421997655837	-8.042928276470287	-14.172909093759934	0.0316096149570488	0.0175113639927662	0.1623260498273606	0.0	0.0	17.8041	-9.576231366326082	-15.183301656450496
67	41.29323196411133	2017-08-15 07:00:00	Budrio_half-right	95	DESCENDING	0.026627861831999	9.553691691561802e-05	0.1041586434250619	0.0022915493218679	-9.823046850436103	-15.746637052037702	0.0955472529951313	0.0155818578661249	0.1409256204905078	0.0	0.0	18.6443	-9.823046850436103	-15.746637052037702
68	37.53776931762695	2017-08-16 19:00:00	Budrio_half-right	117	ASCENDING	0.045440980944949	0.000496446827751	0.1596792397345769	0.0034933871376329	-7.967515438163738	-13.42552301980574	0.095012899582166	0.0474470650428602	0.1557395824322385	0.0	0.0	28.7129	-7.614905496230319	-13.854587261892178
69	31.394046783447266	2017-08-20 07:00:00	Budrio_half-right	168	DESCENDING	0.0385416911650856	0.0002179981628889	0.1907018375292443	0.0056360027375004	-7.196451222399598	-14.140692329200377	0.1283514055554237	0.0245644122885552	0.2255580165702088	0.0	0.0	20.6298	-8.90412623268352	-15.154060064503817
70	41.31797409057617	2017-08-21 07:00:00	Budrio_half-right	95	DESCENDING	0.030255170654005	0.000162581537045	0.1008423845779937	0.0009064861272305	-9.96356893292895	-15.192003930907106	0.0390393309941595	0.0233375858974533	0.222929377562977	0.0	0.0	17.4557	-9.96356893292895	-15.192003930907106
71	37.37975311279297	2017-08-22 19:00:00	Budrio_half-right	117	ASCENDING	0.041265470662965	0.0003364046762715	0.1620672036559966	0.004250522505634	-7.903048612297264	-13.844131970792242	0.1139020374116361	0.0354045869934271	0.13517509328357	0.0	0.0	25.0959	-7.556934722038602	-14.234545088547684
72	31.316999435424805	2017-08-26 07:00:00	Budrio_half-right	168	DESCENDING	0.0350545040510085	0.0002272158635081	0.1780842249749453	0.0046316030171104	-7.493745494292971	-14.552561728805454	0.1129510282553398	0.028150047588431	0.1281808137089221	0.0	0.0	20.4528	-9.14017871087081	-15.527893907946144
73	41.29181289672852	2017-08-27 07:00:00	Budrio_half-right	95	DESCENDING	0.0371272187357187	0.0003185290211987	0.1331455149577318	0.003467414742022	-8.75673458304382	-14.303075833074097	0.1131002489575574	0.0372598327974298	0.1178998752305905	0.0	0.0	22.2811	-8.75673458304382	-14.303075833074097
74	37.53954315185547	2017-08-28 19:00:00	Budrio_half-right	117	ASCENDING	0.0360667494705242	0.0001689916138998	0.1319959858509689	0.0031918471339482	-8.794392759856782	-14.428929968728506	0.1050184661613539	0.0203489714160723	0.1213053616299339	0.0	0.0	29.8859	-8.358461858062103	-14.765347346370207
75	31.392391204833984	2017-09-01 07:00:00	Budrio_half-right	168	DESCENDING	0.0394088308197177	0.0003134277246348	0.225825697344142	0.0078091835521247	-6.462266400029013	-14.044064495819256	0.150181549962804	0.0345404642698287	0.1289724641856137	3.5	0.0	18.8038	-8.321181443117476	-15.066355674784635
76	41.3121223449707	2017-09-02 07:00:00	Budrio_half-right	95	DESCENDING	0.0345581777956303	0.0001952681279776	0.1317734040457655	0.0020661220109314	-8.801722349750019	-14.614491653299003	0.0680945745299824	0.0245394508280455	0.1452257567479108	0.0	0.0	15.5614	-8.801722349750019	-14.614491653299003
77	31.315677642822266	2017-09-07 07:00:00	Budrio_half-right	168	DESCENDING	0.0342657221793954	0.0002848440979652	0.1120969682449979	0.0021611492867132	-9.504061330988092	-14.651401106225595	0.083728866577137	0.0361020320252838	0.1390651176347172	0.0	0.0	18.046	-10.736375072707336	-15.617605608742192
78	41.29003143310547	2017-09-08 07:00:00	Budrio_half-right	95	DESCENDING	0.0347015938396202	0.0002541075777409	0.1581400749122581	0.0049831231447042	-8.009580598095894	-14.596505776628542	0.1368497444806548	0.0318018588231802	0.1969089556679065	0.0	0.0	16.5124	-8.009580598095894	-14.596505776628542
79	37.53847503662109	2017-09-09 19:00:00	Budrio_half-right	117	ASCENDING	0.0376292594083505	0.0002740309540119	0.1212025312378209	0.0020368609127524	-9.164883101108314	-14.24474329063388	0.0729850644024166	0.031627019258223	0.1375633110942729	0.0	0.0	23.9073	-8.691619441427378	-14.59816704661119
80	31.390321731567383	2017-09-13 07:00:00	Budrio_half-right	168	DESCENDING	0.0480126334967467	0.0001983023695354	0.2154708322528627	0.0080731395253394	-6.666115108812965	-13.186444722908156	0.162719005205094	0.0179372841198973	0.2468048367199823	0.0	0.0	11.0198	-8.483037884471951	-14.287935874170874
81	41.31070327758789	2017-09-14 07:00:00	Budrio_half-right	95	DESCENDING	0.0334539013897633	0.0001417199567887	0.1391359001836899	0.0022934956714458	-8.565607978292586	-14.755532275749443	0.071588462292112	0.01839791254593	0.1499948321028377	0.0	0.0	13.7799	-8.565607978292586	-14.755532275749443
82	37.37818145751953	2017-09-15 19:00:00	Budrio_half-right	117	ASCENDING	0.0172101908911661	3.720554942603102e-05	0.1015559157767659	0.001616872596459	-9.932947732500686	-17.642143125591133	0.0691440612998136	0.0093887191107204	0.2392958410143904	0.0	0.0	18.5592	-9.382289421105193	-17.681877164438447
83	31.315391540527344	2017-09-19 07:00:00	Budrio_half-right	168	DESCENDING	0.0366228029422411	0.0002078931936103	0.2640037730596169	0.0060552695169854	-5.7838986628447895	-14.362484198441567	0.099611081583667	0.024653183141832	0.278639871104728	5.8	0.0	12.2334	-7.782555574328208	-15.355369768507547
84	41.28877639770508	2017-09-20 07:00:00	Budrio_half-right	95	DESCENDING	0.0304690095101844	7.916103808827695e-05	0.1414785612137939	0.005244994212871	-8.493093654538876	-15.161416636392602	0.16100475045277	0.0112833343046417	0.3608571911517442	0.0	0.0	11.8187	-8.493093654538876	-15.161416636392602
85	37.53643798828125	2017-09-21 19:00:00	Budrio_half-right	117	ASCENDING	0.0159711760031837	2.410304735736053e-05	0.0910836698700635	0.0012787386970688	-10.405594794599546	-17.966631043443194	0.0609713201856489	0.0065541951715188	0.2629078527963761	0.0	0.0	18.9523	-9.807309820993693	-17.97640436877196
