Date	Angle[°]	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	VV_norm[dB]	VH_norm[dB]
2019-10-22 07:00:00	41.30752944946289	Budrio_half-right	95	DESCENDING	0.0101131953213411	1.4674612037540115e-05	0.0743346441514069	0.001008279611999	-11.288087332494824	-19.951116049257344	0.0589079663601846	0.0063017699445851	-11.288087332494824	-19.951116049257344
2019-10-23 19:00:00	37.374000549316406	Budrio_half-right	117	ASCENDING	0.0092735112016229	1.7355222201651466e-05	0.081286790132997	0.0006241585518801	-10.89980025604908	-20.327557991057787	0.0333471914035207	0.0081277491022634	-10.351515194628904	-20.678884508946595
2019-10-27 06:00:00	31.31099319458008	Budrio_half-right	168	DESCENDING	0.0122178711069646	3.455834178126957e-05	0.124665291012271	0.0020946772934805	-9.042544448379736	-19.13004460790953	0.0729719381024111	0.0122840526045299	-10.632777341213746	-19.987303493979653
2019-10-28 06:00:00	41.273380279541016	Budrio_half-right	95	DESCENDING	0.0092683170886296	1.5247814981230032e-05	0.1011339957154425	0.001596275420893	-9.951028338264372	-20.329991164998397	0.0685480289775381	0.0071448158755313	-9.951028338264372	-20.329991164998397
2019-10-29 18:00:00	37.53179550170898	Budrio_half-right	117	ASCENDING	0.0093927812972201	2.757965167387775e-05	0.0791104324676794	0.0008841375712463	-11.017662413519847	-20.272057897166786	0.0485367171507357	0.0127520168475803	-10.459547176986291	-20.623584867474232
2019-11-02 06:00:00	31.4025821685791	Budrio_half-right	168	DESCENDING	0.0134884516743165	3.836465214524911e-05	0.2472625702606764	0.013423145766774	-6.068416206364288	-18.700378996900508	0.235765491321517	0.0123524605559767	-7.9296202148024815	-19.573853031855702
2019-11-03 06:00:00	41.30760192871094	Budrio_half-right	95	DESCENDING	0.0171407327180066	5.613971177942672e-05	0.1910414277336691	0.0073361572003224	-7.188724448716151	-17.659706171511193	0.166772863261706	0.0142241101606066	-7.188724448716151	-17.659706171511193
2019-11-04 18:00:00	37.37168502807617	Budrio_half-right	117	ASCENDING	0.0186467196422383	6.551974161433244e-05	0.2336242200592198	0.0050433768337699	-6.314821354773917	-17.29397558846161	0.0937535812215771	0.0152599828735429	-6.1489418631980595	-17.656258645107577
2019-11-08 06:00:00	31.311613082885746	Budrio_half-right	168	DESCENDING	0.0358376846518001	0.0002084152640452	0.5015900610252687	0.0479532129255358	-2.9965107760925047	-14.456600563600375	0.4151959414930022	0.0252565421005016	-5.137594323587566	-15.490230536959901
2019-11-09 06:00:00	41.08515167236328	Budrio_half-right	95	DESCENDING	0.0241989746171941	0.0001176369823937	0.2163729235072582	0.0081418758050148	-6.6479708694400985	-16.16203035983578	0.1634202504243064	0.0211120897184867	-6.6479708694400985	-16.16203035983578
2019-11-10 18:00:00	37.53022384643555	Budrio_half-right	117	ASCENDING	0.0343237039283294	0.0001087204470762	0.2506014817833787	0.0097455051534031	-6.010163653911817	-14.644058528501796	0.168890426399842	0.013756292250347	-5.869693832525113	-15.015912420917997
2019-11-14 06:00:00	31.36185646057129	Budrio_half-right	168	DESCENDING	0.0366167790049716	0.0002495876469768	0.494908418455236	0.0248008229233354	-3.05475158721558	-14.363198610690194	0.2176334073258136	0.0296024229270772	-5.190528847866394	-15.400353480000874
2019-11-15 06:00:00	41.30672454833984	Budrio_half-right	95	DESCENDING	0.0296150816519821	0.0001577592320025	0.2738547949220697	0.0069357062425117	-5.624796506089754	-15.28487065624544	0.1099903673434662	0.0231348218901271	-5.624796506089754	-15.28487065624544
2019-11-16 18:00:00	37.37198638916016	Budrio_half-right	117	ASCENDING	0.0469249494638494	0.0003142326173636	0.2886474561090121	0.0096638760249331	-5.396322656473767	-13.285961864228256	0.1454011785865367	0.0290825015933591	-5.307049628239986	-13.662720861158958
2019-11-20 06:00:00	31.30988502502441	Budrio_half-right	168	DESCENDING	0.0376169627021236	0.0003963057331849	0.5196138228610169	0.023256780185961	-2.8431930426487955	-14.24616273510768	0.1943807277101892	0.0457541972305871	-4.998245280762589	-15.28773442088875
2019-11-21 06:00:00	41.08458709716797	Budrio_half-right	95	DESCENDING	0.0259291566449444	6.925798658059447e-05	0.217806608185706	0.0057534827126997	-6.619289480189437	-15.862116085836483	0.114721303208616	0.011600208140802	-6.619289480189437	-15.862116085836483
