2017-01-10 05:25,         NaN
2017-01-11 17:13,         NaN
2017-01-12 17:04,         NaN
2017-01-13 16:57,         NaN
2017-01-14 16:48,         NaN
2017-01-17 17:12,         NaN
2017-01-18 05:07,         NaN
2017-01-18 17:05,       0.049
2017-01-19 16:56,         NaN
2017-01-20 16:48,         NaN
2017-01-23 05:16,         NaN
2017-01-23 17:13,         NaN
2017-01-24 05:08,         NaN
2017-01-24 17:04,       0.038
2017-01-25 16:57,         NaN
2017-01-26 16:48,         NaN
2017-01-29 05:16,         NaN
2017-01-29 17:12,         NaN
2017-01-30 05:07,         NaN
2017-01-30 17:05,       0.038
2017-01-31 16:56,         NaN
2017-02-01 16:48,         NaN
2017-02-03 05:24,       0.411
2017-02-04 05:16,       0.870
2017-02-04 17:13,         NaN
2017-02-05 05:08,         NaN
2017-02-05 17:04,       0.975
2017-02-06 04:59,         NaN
2017-02-06 16:57,         NaN
2017-02-07 16:48,         NaN
2017-02-09 05:24,       0.599
2017-02-10 05:16,       0.824
2017-02-10 17:12,         NaN
2017-02-11 05:07,         NaN
2017-02-11 17:05,       0.841
2017-02-12 16:56,         NaN
2017-02-13 16:48,         NaN
2017-02-15 05:24,         NaN
2017-02-16 05:16,       0.318
2017-02-16 17:13,         NaN
2017-02-17 17:04,       0.249
2017-02-18 04:59,         NaN
2017-02-18 16:57,         NaN
2017-02-19 16:48,         NaN
2017-02-21 05:24,       0.404
2017-02-22 05:16,       0.254
2017-02-22 17:12,         NaN
2017-02-23 05:07,         NaN
2017-02-23 17:05,       0.176
2017-02-24 05:00,         NaN
2017-02-24 16:56,         NaN
2017-02-25 16:48,         NaN
2017-02-27 05:24,         NaN
2017-02-28 05:16,       0.388
2017-02-28 17:13,         NaN
2017-03-01 05:08,         NaN
2017-03-01 17:04,       0.099
2017-03-02 04:59,         NaN
2017-03-02 16:57,         NaN
2017-03-03 16:48,         NaN
2017-03-05 05:24,       0.181
2017-03-06 05:16,       0.088
2017-03-06 17:12,         NaN
2017-03-07 05:07,         NaN
2017-03-07 17:05,       0.375
2017-03-08 05:00,         NaN
2017-03-08 16:56,         NaN
2017-03-09 16:48,         NaN
2017-03-11 05:24,       0.165
2017-03-12 05:16,       0.064
2017-03-12 17:13,         NaN
2017-03-13 05:08,         NaN
2017-03-13 17:04,       0.035
