Date;NDVI_mean;NDVI_variance;Geometry
2019-10-01T10:18:44.620Z;0.596346189;0.009923282;SanLorenzo1
2019-10-11T10:18:45.642Z;0.692041708;0.008043457;SanLorenzo1
2019-10-26T10:18:43.861Z;0.714482211;0.007310034;SanLorenzo1
2019-12-10T10:18:39.333Z;0.772947935;0.005336517;SanLorenzo1
2019-12-30T10:18:37.579Z;0.761752568;0.006946025;SanLorenzo1
2020-01-09T10:18:37.285Z;0.74149643;0.007761838;SanLorenzo1
2020-02-08T10:18:35.004Z;0.716715641;0.009107687;SanLorenzo1
2020-02-13T10:18:38.221Z;0.677894647;0.005401266;SanLorenzo1
2020-02-28T10:18:38.127Z;0.772675108;0.006551706;SanLorenzo1
2020-03-19T10:18:39.185Z;0.767063287;0.006500098;SanLorenzo1
2020-03-29T10:18:38.949Z;0.743066508;0.004420614;SanLorenzo1
2020-04-03T10:18:40.067Z;0.770137202;0.004070692;SanLorenzo1
2020-04-08T10:18:40.505Z;0.728805462;0.00298371;SanLorenzo1
2020-04-23T10:18:37.133Z;0.70820535;0.002190446;SanLorenzo1
2020-05-03T10:18:39.668Z;0.738697613;0.002335228;SanLorenzo1
2020-05-08T10:18:47.107Z;0.730158888;0.003002618;SanLorenzo1
2020-05-23T10:18:43.459Z;0.748671411;0.003576776;SanLorenzo1
2020-06-02T10:18:44.599Z;0.457919771;0.006862717;SanLorenzo1
2020-06-22T10:18:45.437Z;0.639655217;0.008206403;SanLorenzo1
2020-06-27T10:18:45.821Z;0.619718684;0.006237082;SanLorenzo1
2020-07-02T10:18:45.165Z;0.558016373;0.00581549;SanLorenzo1
2020-07-07T10:18:47.191Z;0.559794924;0.006791148;SanLorenzo1
2020-07-12T10:18:44.484Z;0.481920167;0.018677354;SanLorenzo1
2020-07-22T10:18:44.832Z;0.558136623;0.007954377;SanLorenzo1
2020-07-27T10:18:48.498Z;0.575677405;0.005695742;SanLorenzo1
2020-08-01T10:18:45.764Z;0.553044434;0.007658565;SanLorenzo1
2020-08-16T10:18:48.735Z;0.42667945;0.005503217;SanLorenzo1
2020-08-21T10:18:46.404Z;0.419119111;0.008121359;SanLorenzo1
2020-09-05T10:18:47.266Z;0.479279359;0.006274261;SanLorenzo1
2020-09-15T10:18:47.196Z;0.422589745;0.004790563;SanLorenzo1
2020-09-30T10:18:46.019Z;0.597047289;0.005399237;SanLorenzo1
2020-11-19T10:18:43.543Z;0.796434699;0.004422589;SanLorenzo1
2021-01-08T10:18:42.033Z;0.720811673;0.003901731;SanLorenzo1
2021-01-13T10:18:43.727Z;0.731772162;0.005252209;SanLorenzo1
2021-01-18T10:18:42.685Z;0.74768619;0.005792608;SanLorenzo1
2021-02-02T10:18:42.750Z;0.737976843;0.005993787;SanLorenzo1
2021-02-27T10:18:41.588Z;0.74382965;0.005353972;SanLorenzo1
2021-03-04T10:18:42.753Z;0.742904764;0.005427897;SanLorenzo1
2021-03-19T10:18:42.122Z;0.632938673;0.015765775;SanLorenzo1
2021-03-24T10:18:41.317Z;0.756460828;0.004644053;SanLorenzo1
2021-03-29T10:18:41.408Z;0.767446661;0.004443985;SanLorenzo1
2021-04-08T10:18:40.011Z;0.804070998;0.00298493;SanLorenzo1
2021-04-23T10:18:38.823Z;0.819581826;0.002207908;SanLorenzo1
2021-05-28T10:18:43.508Z;0.78484072;0.002422075;SanLorenzo1
2021-06-12T10:18:43.427Z;0.742663361;0.003471305;SanLorenzo1
2021-06-17T10:18:43.803Z;0.689806471;0.003292209;SanLorenzo1
2021-06-22T10:18:43.808Z;0.653623559;0.004390855;SanLorenzo1
2021-07-02T10:18:45.038Z;0.547668055;0.006436879;SanLorenzo1
2021-07-07T10:18:44.591Z;0.50554891;0.007185956;SanLorenzo1
2021-07-12T10:18:45.942Z;0.465364198;0.005497683;SanLorenzo1
2021-07-22T10:18:46.287Z;0.436889701;0.006279214;SanLorenzo1
2021-08-11T10:18:45.478Z;0.471294114;0.007409275;SanLorenzo1
2021-08-16T10:18:42.759Z;0.434804919;0.006766167;SanLorenzo1
2021-08-21T10:18:45.122Z;0.41493294;0.008807645;SanLorenzo1
2021-08-26T10:18:41.004Z;0.409353217;0.010228405;SanLorenzo1
2021-09-05T10:18:39.324Z;0.416439355;0.008977862;SanLorenzo1
2021-09-30T10:18:47.208Z;0.439147947;0.011319154;SanLorenzo1
2021-10-10T10:18:48.172Z;0.699902153;0.005587845;SanLorenzo1
2021-10-15T10:18:44.201Z;0.708313709;0.005471214;SanLorenzo1
2021-11-19T10:18:42.932Z;0.783790023;0.004418051;SanLorenzo1
2021-11-24T10:18:38.929Z;0.792190162;0.005241933;SanLorenzo1
2021-12-14T10:18:36.859Z;0.781718146;0.005350454;SanLorenzo1
2021-12-19T10:18:43.566Z;0.760892517;0.006033411;SanLorenzo1
2022-01-08T10:18:44.310Z;0.780943857;0.005785252;SanLorenzo1
2022-01-13T10:18:38.714Z;0.75560204;0.006285926;SanLorenzo1
2022-02-02T10:18:37.168Z;0.485495699;0.00549307;SanLorenzo1
2022-02-12T10:18:36.990Z;0.472811207;0.005000811;SanLorenzo1
2022-02-22T10:18:37.797Z;0.537199704;0.004933176;SanLorenzo1
2022-03-09T10:18:46.937Z;0.527105178;0.004255488;SanLorenzo1
2022-03-24T10:18:40.499Z;0.536585271;0.003496024;SanLorenzo1
2022-04-18T10:18:46.837Z;0.595471582;0.001766989;SanLorenzo1
2022-04-28T10:18:48.059Z;0.589640784;0.001020569;SanLorenzo1
2022-05-13T10:18:41.230Z;0.570185892;0.001343284;SanLorenzo1
2022-05-18T10:18:48.495Z;0.543056701;0.001704448;SanLorenzo1
2022-05-23T10:18:43.006Z;0.529904717;0.002123327;SanLorenzo1
2022-05-28T10:18:50.487Z;0.496557017;0.002771257;SanLorenzo1
2022-06-02T10:18:42.489Z;0.46001803;0.002762619;SanLorenzo1
2022-06-12T10:18:45.747Z;0.403127914;0.002891373;SanLorenzo1
2022-06-27T10:18:55.629Z;0.328438752;0.002704919;SanLorenzo1
2022-07-02T10:18:48.058Z;0.301734649;0.003655896;SanLorenzo1
2022-07-07T10:18:55.946Z;0.288406479;0.004397712;SanLorenzo1
2022-07-17T10:18:55.032Z;0.256897825;0.003086489;SanLorenzo1
2022-07-22T10:18:47.914Z;0.24096766;0.002882908;SanLorenzo1
2022-08-26T10:18:55.487Z;0.239915306;0.003010625;SanLorenzo1
2022-09-20T10:18:44.315Z;0.306723137;0.002943697;SanLorenzo1
2022-10-05T10:18:49.792Z;0.425228248;0.004528216;SanLorenzo1
2022-10-20T10:18:42.336Z;0.52253303;0.002985611;SanLorenzo1
2022-10-30T10:18:41.487Z;0.569928778;0.002560838;SanLorenzo1
