Date	Angle[°]	Geometry	Orb	Pass	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	VV_norm[dB]	VH_norm[dB]
2014-10-12 07:00:00	40.537200927734375	marradi_all-fields	95	DESCENDING	-11.29481464221625	-16.896315848275343	0.12125075745446226	0.020900452201998352	-11.29481464221625	-16.896315848275343
2014-10-13 19:00:00	37.229835510253906	marradi_all-fields	117	ASCENDING	-8.526627321991612	-14.95112082755992	0.16343673442020248	0.025274420430193824	-10.777516795908207	-16.546421281580074
2014-10-24 07:00:00	40.539798736572266	marradi_all-fields	95	DESCENDING	-12.018318424427786	-18.151010073186143	0.08552668724017254	0.013735869191839304	-12.018318424427786	-18.151010073186143
2014-10-25 19:00:00	37.23260498046875	marradi_all-fields	117	ASCENDING	-11.620174468737419	-17.40979281818322	0.05202548467568312	0.013930434994921439	-13.97313016355736	-19.059537135489936
2014-11-06 18:00:00	37.23507308959961	marradi_all-fields	117	ASCENDING	-10.16803064632876	-15.662213465881901	0.08698091957352783	0.025433191283765692	-12.473075375150557	-17.273260074953456
2014-11-17 06:00:00	40.3889274597168	marradi_all-fields	95	DESCENDING	-11.948175325886261	-17.14137172682903	0.06992354040114501	0.023557093479648718	-11.948175325886261	-17.14137172682903
2014-11-29 06:00:00	40.38827133178711	marradi_all-fields	95	DESCENDING	-11.403895838666978	-17.190117968024254	0.10746336010440138	0.017334187795229168	-11.403895838666978	-17.190117968024254
2014-11-30 18:00:00	37.233909606933594	marradi_all-fields	117	ASCENDING	-10.3697412188967	-16.593542272327813	0.07081402743423261	0.01827005081710574	-12.681441038099104	-18.225211859334753
2014-12-12 18:00:00	37.23295593261719	marradi_all-fields	117	ASCENDING	-11.03094819975972	-17.129882284289117	0.05725882775223985	0.022261706090874335	-13.364463396123126	-18.77342837308145
2014-12-23 06:00:00	40.388572692871094	marradi_all-fields	95	DESCENDING	-12.649768917032628	-18.091068464759942	0.1017873728587334	0.023585386894922625	-12.649768917032628	-18.091068464759942
2015-01-04 06:00:00	40.382450103759766	marradi_all-fields	95	DESCENDING	-11.988074404441353	-17.99662063443857	0.06313490398478559	0.022252087800460632	-11.988074404441353	-17.99662063443857
2015-01-05 18:00:00	37.236087799072266	marradi_all-fields	117	ASCENDING	-11.337364975530404	-17.390729792123654	0.07701656596034778	0.024028695148985986	-13.68098986178724	-19.04005198529646
2015-01-17 18:00:00	37.23429489135742	marradi_all-fields	117	ASCENDING	-11.08438234033904	-16.848665822998345	0.08846429635971806	0.021810793428678556	-13.419660503464367	-18.485984765334855
2015-01-28 06:00:00	40.383914947509766	marradi_all-fields	95	DESCENDING	-13.734939370749535	-20.193166283435758	0.09444617618887763	0.022547419755868357	-13.734939370749535	-20.193166283435758
2015-01-29 18:00:00	37.24302291870117	marradi_all-fields	117	ASCENDING	-9.938749251776644	-16.803270924945714	0.10454869658683298	0.019179681990680743	-12.236229238780947	-18.43958466055562
2015-02-09 06:00:00	40.35205841064453	marradi_all-fields	95	DESCENDING	-12.847929803758058	-19.522595079638215	0.11069986572998225	0.01991705742522694	-12.847929803758058	-19.522595079638215
2015-02-10 18:00:00	37.24235916137695	marradi_all-fields	117	ASCENDING	-12.069625475764445	-18.94065616611036	0.08902625779569792	0.01710829807968189	-14.437410026778387	-20.62429931788659
2015-02-21 06:00:00	40.35206985473633	marradi_all-fields	95	DESCENDING	-12.41352632466697	-19.105402933405333	0.10901609562333661	0.018122470725277316	-12.41352632466697	-19.105402933405333
2015-02-22 18:00:00	37.24335479736328	marradi_all-fields	117	ASCENDING	-10.356411184357261	-16.53085073645116	0.13729729846838162	0.02311434681021488	-12.667671202197214	-18.161132106802317
2015-03-05 06:00:00	40.351043701171875	marradi_all-fields	95	DESCENDING	-13.193061032881765	-19.170179200762803	0.1152974137184711	0.024041282194620435	-13.193061032881765	-19.170179200762803
2015-03-06 18:00:00	37.24169158935547	marradi_all-fields	117	ASCENDING	-10.71322695641188	-16.829608422394138	0.10723745944440036	0.020413199097274477	-13.036259491587032	-18.4665053651646
2015-03-17 06:00:00	40.353145599365234	marradi_all-fields	95	DESCENDING	-10.82014321773395	-17.801969868998913	0.12094312740704061	0.019049303781768518	-10.82014321773395	-17.801969868998913
2015-03-18 18:00:00	37.2431526184082	marradi_all-fields	117	ASCENDING	-10.08367878088924	-17.305029230085864	0.0912263192036383	0.019880821900597676	-12.385940466258601	-18.952453703798344
2015-03-29 07:00:00	40.34843444824219	marradi_all-fields	95	DESCENDING	-11.288055547875189	-17.765321765784392	0.09001696742938868	0.03263161471805666	-11.288055547875189	-17.765321765784392
2015-03-30 19:00:00	37.312198638916016	marradi_all-fields	117	ASCENDING	-9.53867301247269	-16.914178257589445	0.1300471508093588	0.022838703706855475	-11.822953178080402	-18.552947881450798
2015-04-10 07:00:00	40.3477783203125	marradi_all-fields	95	DESCENDING	-12.805293364078738	-18.313794868151362	0.05504767706092814	0.01824225680333232	-12.805293364078738	-18.313794868151362
2015-04-11 19:00:00	37.30074691772461	marradi_all-fields	117	ASCENDING	-10.091137574693544	-16.862401255542174	0.13459505362133087	0.016093457362865722	-12.393645350023712	-18.50002434988206
2015-04-22 07:00:00	40.35018539428711	marradi_all-fields	95	DESCENDING	-13.430247824951252	-18.5808517577035	0.05191866554895267	0.010965532661476683	-13.430247824951252	-18.5808517577035
2015-04-23 19:00:00	37.30326843261719	marradi_all-fields	117	ASCENDING	-10.276710283514785	-16.682736917192237	0.09043517553856578	0.014203108737687433	-12.585340708409905	-18.316381595252157
